idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,pontosEnvidoRobo,quemGanhouEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemGanhouFlor,quemTruco,quemRetruco,quemValeQuatro,quemNegouTruco,quemGanhouTruco,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo
227,2,24,7,2,2,1,7,8,24,24,1,2,0,1,0,25,1,0,0,0,0,2,0,0,0,1,1,2,2
228,1,12,8,1,8,4,1,7,15,1,1,2,130,1,0,4,2,0,0,0,0,2,0,0,1,2,4,2,4
229,2,40,7,1,7,3,1,16,40,24,1,2,1,0,0,7,0,0,0,0,0,2,1,0,0,1,2,3,1
230,1,16,7,4,7,8,10,16,10,0,2,2,2,1,0,27,1,0,0,0,0,2,0,0,0,2,2,4,4
231,2,8,6,3,8,7,6,8,10,42,10,2,2,2,0,6,2,0,0,0,0,2,0,0,0,2,3,1,4
232,1,42,16,3,16,3,3,4,42,16,1,2,1,1,0,28,1,0,0,0,0,2,1,0,0,1,1,4,4
233,2,7,3,3,3,3,46,1,15,1,0,130,130,0,0,6,0,0,0,0,0,2,0,0,1,2,2,1,4
234,1,8,6,4,8,12,10,6,10,0,2,2,2,1,0,20,1,0,0,0,0,0,0,0,0,2,1,1,4
236,1,50,24,8,8,24,24,1,50,52,2,1,2,1,0,24,1,0,0,0,0,2,1,2,0,2,3,3,2
237,2,4,2,1,10,12,10,1,10,1,2,2,2,1,0,29,1,0,0,0,0,0,0,0,0,2,3,1,1
238,1,42,16,6,6,8,42,24,16,24,2,1,2,0,0,7,0,0,0,0,0,2,1,2,0,2,1,4,3
239,2,24,3,1,24,7,1,24,15,1,1,2,130,2,0,6,2,0,0,0,0,2,0,0,1,2,4,2,3
240,1,52,6,3,3,16,6,1,52,16,2,1,1,1,0,6,1,0,0,0,0,1,0,0,0,1,1,3,1
241,2,12,6,1,1,24,6,3,12,1,2,1,1,1,0,24,1,0,0,0,0,2,0,0,0,1,2,1,1
242,1,24,7,1,1,2,7,2,24,50,2,1,2,2,0,4,2,0,0,0,0,1,2,0,0,2,3,2,1
243,2,8,7,6,6,8,10,12,10,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3
244,1,42,8,1,1,3,8,6,42,24,2,1,1,1,0,27,1,0,0,0,0,2,1,0,0,1,1,1,4
245,2,40,24,16,24,24,46,4,46,1,0,1,1,2,0,7,1,0,0,0,0,1,0,0,2,1,2,4,2
246,1,3,2,1,10,1,10,1,10,1,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,2,3,2,4
247,2,50,24,2,24,7,2,3,50,16,1,2,1,2,0,5,2,0,0,0,0,2,1,0,0,1,3,4,2
248,1,8,7,1,1,2,7,4,8,12,2,1,2,1,0,24,1,0,0,0,0,1,2,0,0,2,3,2,2
249,1,24,8,1,8,16,46,1,15,1,130,130,130,0,0,4,0,0,0,0,0,2,0,0,1,2,2,4,3
250,2,7,6,4,4,1,6,8,15,1,1,2,130,0,0,27,0,1,0,0,0,2,0,0,1,2,4,4,4
251,1,24,7,2,24,6,7,8,15,1,1,2,130,1,0,23,1,0,0,0,0,1,2,0,1,2,3,3,2
252,2,8,7,1,7,2,8,3,46,0,1,1,1,0,0,4,2,0,0,0,0,0,0,0,0,1,1,3,4
253,1,8,3,2,8,3,3,8,46,8,1,2,1,0,0,31,1,0,0,0,0,1,0,0,2,1,3,4,4
254,2,16,3,2,46,1,46,1,46,1,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,4,1,3
255,1,16,12,8,8,24,12,4,16,1,2,1,1,0,0,2,0,0,0,0,0,1,2,0,0,1,2,4,2
256,2,24,3,2,10,1,10,1,10,1,2,2,2,0,0,29,1,0,0,0,0,0,0,0,0,2,3,3,1
257,1,7,3,2,7,2,3,40,15,1,1,2,130,0,0,6,0,0,0,0,0,2,0,0,1,2,4,3,2
258,2,24,7,1,7,3,1,4,24,8,1,2,1,0,0,4,0,0,0,0,0,1,2,1,0,1,2,3,1
259,1,7,7,1,7,2,7,52,15,1,1,2,130,0,0,4,2,0,0,0,0,2,0,0,1,2,3,1,4
260,2,52,40,7,40,2,7,24,52,6,1,2,1,2,0,27,2,0,0,0,0,1,2,1,0,1,1,2,2
261,1,24,16,3,3,4,16,7,24,1,2,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,2,4,3
263,2,16,12,3,12,6,3,7,16,16,1,2,0,2,0,6,2,0,0,0,0,1,2,0,0,1,4,2,1
264,1,16,6,3,6,3,16,24,15,1,1,2,130,1,0,6,1,0,0,0,0,2,0,0,1,2,4,2,4
265,2,8,4,3,3,1,4,16,46,2,1,1,1,2,0,7,2,0,0,0,0,2,1,0,2,1,2,4,2
267,2,24,12,8,8,1,46,1,46,1,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,3,2,4
269,1,24,3,3,10,1,10,1,10,1,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,2,2,3,4
270,2,42,6,6,6,2,6,24,42,24,1,2,1,2,0,7,2,0,0,0,0,1,2,1,0,1,1,2,4
271,1,24,3,2,3,4,2,3,15,0,2,2,2,1,0,29,1,0,0,0,0,0,0,0,0,2,4,4,3
272,2,24,16,8,8,6,16,24,24,16,1,2,1,2,0,3,2,0,0,0,0,1,2,1,0,1,3,2,4
273,1,24,12,6,6,12,10,24,10,0,2,2,2,1,0,24,1,0,0,0,0,2,0,0,0,2,4,4,1
274,1,8,7,1,1,3,46,1,15,1,130,130,130,0,0,4,2,0,0,0,0,2,0,0,1,2,3,2,4
275,2,52,16,1,46,1,46,1,46,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,3,4
276,1,6,3,1,1,4,10,16,10,0,2,2,2,1,0,26,1,0,0,0,0,0,0,0,0,2,2,2,4
277,2,52,8,4,4,2,8,12,52,40,1,2,1,2,0,21,2,0,0,0,0,1,2,1,0,1,1,1,4
278,1,6,3,1,1,4,3,6,15,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,2,3,2,3
279,2,16,6,1,16,12,1,4,6,4,1,2,1,0,0,24,0,0,0,0,0,0,0,0,0,1,3,1,1
280,1,6,4,1,1,6,10,7,10,0,2,2,2,0,0,31,1,0,0,0,0,0,0,0,0,2,1,4,4
281,2,24,24,8,24,8,46,1,46,1,1,1,1,0,0,3,2,0,0,0,0,1,0,0,2,1,4,3,1
282,1,24,16,8,8,1,46,1,46,1,1,1,1,0,0,25,0,1,0,0,0,1,0,0,2,1,2,2,2
283,2,40,16,8,8,7,46,1,46,1,1,1,1,1,0,7,1,0,0,0,0,1,0,0,2,1,2,4,2
284,1,24,16,7,7,1,46,1,46,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,3,4,3
285,2,40,24,8,8,3,24,50,40,12,1,2,1,0,0,30,0,0,0,0,0,2,1,2,0,1,2,2,3
286,2,24,16,6,16,8,6,40,46,1,1,1,1,2,0,3,2,0,0,0,0,2,1,0,2,1,1,3,4
287,1,7,2,1,10,1,10,1,10,1,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,2,4,2,3
288,2,12,6,1,6,3,1,8,10,16,10,2,2,2,0,4,2,0,0,0,0,2,1,0,0,2,2,3,4
289,1,16,12,2,2,6,12,1,16,7,2,1,1,1,0,26,1,0,0,0,0,1,0,0,0,1,2,4,4
290,2,24,16,7,7,1,46,1,46,1,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,3,1,3
291,1,12,8,7,7,16,8,6,12,24,2,1,2,0,0,1,0,0,0,0,0,2,0,0,0,2,4,3,2
292,2,24,4,2,24,6,2,6,10,16,10,2,2,0,0,32,1,0,0,0,0,0,0,0,0,2,2,3,3
293,1,52,7,3,3,4,52,8,7,16,2,1,2,2,0,6,2,0,0,0,0,0,0,0,0,2,1,2,4
294,2,16,8,3,8,3,3,42,10,50,10,2,2,0,0,22,0,0,0,0,0,2,0,0,0,2,4,4,3
295,2,16,6,6,6,1,6,7,10,42,10,2,2,0,0,2,0,0,0,0,0,2,0,0,0,2,4,1,2
296,1,24,6,1,1,2,6,6,15,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,3,2,4
297,2,16,12,8,8,4,12,50,16,12,1,2,1,0,0,2,0,0,0,0,0,2,1,0,0,1,2,4,1
298,1,16,2,1,1,3,16,8,2,7,2,1,2,1,0,27,1,0,0,0,0,0,0,0,0,2,1,1,2
299,2,42,7,2,7,7,46,12,46,1,0,1,1,0,1,7,1,0,0,0,0,2,1,0,2,1,1,4,1
300,1,16,16,8,8,6,16,7,46,0,1,1,1,1,0,22,1,0,0,0,0,0,0,0,0,1,1,2,2
301,2,16,12,7,7,6,12,16,10,24,10,2,2,1,0,23,1,0,0,0,0,2,0,0,0,2,2,2,3
302,1,7,6,1,6,8,7,2,15,1,2,1,130,0,0,20,0,0,0,0,0,1,2,0,1,2,1,1,4
303,2,40,7,6,7,7,46,8,46,1,0,1,1,1,0,27,1,0,0,0,0,1,0,0,2,1,2,2,3
304,1,6,2,1,10,1,10,1,10,1,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,2,4,1,4
305,2,3,2,2,10,7,10,1,10,1,2,2,2,1,0,31,1,0,0,0,0,0,0,0,0,2,2,2,1
306,1,24,1,1,1,3,24,1,15,1,2,1,2,1,0,27,2,0,0,0,0,1,2,0,1,2,1,1,4
307,2,42,16,7,7,3,16,24,42,24,1,2,1,0,0,7,0,0,0,0,0,1,2,1,0,1,1,4,3
308,1,40,16,1,1,2,16,2,46,1,2,1,1,1,0,7,1,0,0,0,0,1,0,0,2,1,2,3,2
309,2,50,7,3,7,4,3,6,50,16,1,2,1,2,0,6,2,0,0,0,0,2,1,0,0,1,3,1,2
310,1,16,2,1,2,7,16,16,15,0,2,0,2,0,0,31,0,1,0,0,0,0,0,0,0,2,4,4,4
311,2,42,2,1,1,6,42,6,10,0,10,2,2,0,1,32,1,0,0,0,0,1,0,0,0,2,1,1,4
312,1,8,7,2,7,16,2,1,8,1,2,1,1,0,0,5,0,0,0,0,0,2,0,0,0,1,3,2,1
313,2,16,3,3,16,6,3,8,15,1,1,2,130,0,0,6,0,2,0,0,0,2,0,0,1,2,4,3,2
314,1,16,7,2,2,6,7,6,16,16,2,1,0,0,0,22,0,0,0,0,0,2,0,0,0,2,2,2,3
316,1,16,6,3,3,6,16,24,130,0,2,2,2,2,0,6,2,0,0,0,0,2,1,2,0,2,3,2,1
317,1,24,16,6,6,40,16,3,24,42,2,1,2,1,0,3,2,0,0,0,0,1,2,1,0,2,1,3,1
318,2,8,7,6,6,2,7,42,8,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1
319,2,7,6,3,3,1,6,16,10,24,10,2,2,2,0,6,2,0,0,0,0,2,1,0,0,2,3,4,3
320,1,24,12,8,8,16,12,6,24,1,2,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,4,2,3
321,2,24,3,3,24,6,3,1,15,1,1,2,2,0,0,6,0,2,0,0,0,2,0,0,1,2,4,3,4
322,1,7,7,4,4,8,7,1,7,1,2,1,1,1,0,27,1,0,0,0,0,0,0,0,0,1,4,3,3
323,2,52,16,8,8,2,16,24,52,8,1,2,1,2,0,2,2,0,0,0,0,1,2,1,0,1,1,4,3
324,1,2,1,1,1,3,10,12,10,0,2,2,2,1,0,29,1,0,0,0,0,0,0,0,0,2,4,4,2
325,2,8,6,3,3,1,6,24,46,3,1,2,1,0,0,6,0,2,0,0,0,1,0,0,2,1,4,1,2
326,1,52,8,7,46,1,46,1,46,1,1,1,1,0,0,21,0,0,0,0,0,1,0,0,2,1,1,1,1
327,1,24,24,24,24,3,24,52,24,4,1,2,1,0,0,3,2,0,0,0,0,1,0,0,0,1,3,2,4
328,2,7,7,3,3,12,7,42,130,0,2,2,2,2,0,6,2,0,0,0,0,2,0,0,0,2,1,3,2
329,1,24,4,3,4,6,24,7,15,1,2,1,2,1,0,7,1,0,0,0,0,1,2,0,1,2,1,3,1
330,1,8,6,6,6,16,6,1,8,24,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,4,2,3
331,1,24,16,7,7,8,16,3,24,1,2,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,2,4,3
332,2,24,16,1,1,2,16,3,24,40,2,1,2,2,0,4,2,0,0,0,0,1,2,0,0,2,1,3,1
333,1,40,12,12,12,2,12,1,46,1,1,1,1,1,0,28,1,0,0,0,0,0,0,0,0,1,2,2,4
334,2,16,8,3,3,1,16,50,8,2,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,1,4,2,3
335,1,7,3,2,3,4,7,12,15,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,2,2,1,3
336,2,42,16,8,8,2,16,24,42,3,1,2,1,2,0,29,1,0,0,0,0,0,0,0,0,1,1,1,4
337,1,16,8,7,8,2,7,24,16,3,1,2,1,0,2,2,2,0,0,0,0,0,0,0,0,1,4,1,2
338,1,42,6,2,6,8,10,2,10,0,2,2,2,0,1,32,1,0,0,0,0,0,0,0,0,2,1,1,1
339,2,24,12,4,4,3,12,16,46,6,1,2,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,4,3
340,1,12,2,1,2,3,12,2,46,1,2,1,1,1,0,29,2,0,0,0,0,1,0,0,2,1,4,2,2
341,1,42,12,2,2,7,12,1,42,16,2,1,1,1,0,26,1,0,0,0,0,1,0,0,0,1,1,4,4
342,2,8,6,4,4,3,6,1,15,1,1,2,2,0,0,27,0,0,0,0,0,2,0,0,1,2,2,4,4
343,1,52,7,3,3,4,7,1,52,12,2,1,1,0,0,21,0,0,0,0,0,1,0,0,0,1,1,1,2
344,2,52,24,7,24,7,7,16,52,24,1,2,1,2,0,3,2,0,0,0,0,2,1,0,0,1,1,3,2
345,1,8,7,2,2,3,7,6,15,1,2,1,2,0,0,20,0,0,0,0,0,2,0,0,1,2,3,3,1
346,2,50,12,1,12,12,10,52,10,0,0,2,2,0,0,4,0,0,0,0,0,2,0,0,0,2,3,2,1
347,1,16,3,3,3,1,46,1,46,1,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,4,2,3
348,2,52,7,1,1,12,7,4,52,42,2,1,1,0,0,4,0,0,0,0,0,2,1,0,0,1,1,4,2
349,1,12,8,6,6,1,46,1,46,1,1,1,1,0,0,20,0,0,0,0,0,0,0,0,0,1,2,1,1
350,2,7,3,2,7,4,2,1,46,1,1,1,1,2,0,26,2,0,0,0,0,0,0,0,0,1,1,1,2
351,1,2,1,1,1,6,46,1,15,1,130,130,130,1,0,5,1,0,0,0,0,2,0,0,1,2,2,1,2
352,2,6,3,3,3,7,10,7,10,0,2,2,2,2,0,6,1,0,0,0,0,0,0,0,0,2,1,3,1
353,1,24,7,1,1,8,24,8,7,42,2,1,2,2,0,4,2,0,0,0,0,2,0,0,0,2,1,2,4
354,2,8,7,3,7,6,3,2,46,0,1,1,1,0,0,26,0,1,0,0,0,2,0,0,0,1,4,4,4
356,1,8,8,2,2,3,8,1,8,24,2,1,2,0,0,5,0,0,0,0,0,2,0,0,0,2,1,4,2
357,1,16,3,1,1,4,16,16,46,0,2,0,2,1,0,6,2,0,0,0,0,2,0,0,0,2,4,1,4
358,2,16,7,2,46,1,46,1,46,1,1,1,1,2,0,25,2,0,0,0,0,0,0,0,0,1,4,3,3
359,1,40,24,6,6,2,24,1,46,1,1,1,1,1,0,30,0,2,0,0,0,1,0,0,0,1,2,2,1
360,2,16,7,2,2,1,7,40,10,52,10,2,2,0,0,5,0,0,0,0,0,2,0,0,0,2,4,1,2
361,1,40,8,7,7,1,8,4,46,0,1,1,1,0,0,7,0,2,0,0,0,0,0,0,0,1,2,4,1
362,2,12,7,3,7,3,3,7,46,2,1,1,1,2,0,6,1,0,0,0,0,2,1,0,2,1,4,2,4
363,1,40,16,3,3,6,16,8,40,50,2,1,2,1,0,28,1,0,0,0,0,2,1,2,0,2,2,1,1
364,2,7,4,2,2,16,46,1,15,1,130,130,130,2,0,7,2,0,0,0,0,2,0,0,1,2,1,4,3
365,1,16,1,1,1,2,16,3,1,8,2,1,2,1,0,4,1,0,0,0,0,0,0,0,0,2,2,1,2
366,2,24,6,3,3,1,6,7,24,8,1,2,1,2,0,6,2,0,0,0,0,2,1,0,0,1,1,4,3
367,2,42,8,7,8,12,46,2,46,1,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,4,3
368,1,4,3,2,2,6,46,1,15,1,130,130,130,1,0,7,1,0,0,0,0,2,0,0,1,2,4,2,4
369,2,16,8,1,8,7,1,12,16,16,1,2,0,2,0,4,2,0,0,0,0,2,1,0,0,1,1,3,4
370,1,8,4,3,3,6,4,3,8,1,2,1,1,1,0,33,1,0,0,0,0,2,0,0,0,1,1,4,4
371,2,7,6,2,2,1,6,16,46,3,1,2,1,0,0,5,2,0,0,0,0,1,0,0,2,1,4,2,1
372,1,16,12,7,16,3,7,52,12,7,1,2,1,2,0,2,2,0,0,0,0,2,0,0,0,1,3,2,3
373,2,52,12,3,3,1,12,24,52,8,1,2,1,2,0,6,2,0,0,0,0,1,0,0,0,1,1,4,2
374,1,8,2,1,1,2,46,1,15,1,130,130,130,1,0,25,0,2,0,0,0,2,0,0,1,2,4,4,3
375,2,24,24,6,6,1,24,1,46,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,3,2,4
377,2,8,3,1,8,3,1,6,15,1,1,2,130,2,0,6,2,0,0,0,0,2,0,0,1,2,4,2,1
378,1,40,24,7,24,1,46,1,46,1,1,1,1,1,0,30,1,0,0,0,0,1,0,0,2,1,2,2,1
379,2,16,6,3,3,1,6,8,10,52,10,2,2,0,0,6,0,0,0,0,0,2,0,0,0,2,2,1,4
380,1,24,7,2,24,2,2,6,10,16,10,2,2,0,0,5,0,2,0,0,0,2,0,0,0,2,2,4,3
381,2,16,8,3,8,3,3,7,16,16,1,2,0,1,0,22,1,0,0,0,0,2,1,0,0,1,4,4,2
382,1,42,12,6,6,7,46,1,46,1,130,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,2,3
383,2,24,3,3,3,24,46,1,15,1,130,130,130,2,0,6,2,0,0,0,0,2,0,0,1,2,3,2,4
384,1,16,6,2,2,7,6,1,16,1,2,1,1,1,0,22,1,0,0,0,0,1,2,0,0,1,3,3,2
385,2,16,12,8,8,16,12,6,16,1,2,1,1,0,0,21,2,0,0,0,0,2,1,2,0,1,1,2,2
386,1,16,12,2,2,8,12,2,16,16,2,1,0,1,0,5,1,0,0,0,0,1,2,0,0,2,1,4,1
387,2,50,12,7,7,2,46,1,46,1,1,1,1,0,0,1,2,0,0,0,0,1,0,0,2,1,3,4,1
388,1,8,8,7,7,2,8,42,8,6,1,2,1,0,0,0,2,0,0,0,0,2,1,0,0,1,1,2,3
389,2,16,4,3,46,1,46,1,46,1,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,1,2,3,2
390,1,24,6,1,1,7,10,24,10,0,2,2,2,0,0,4,2,0,0,0,0,2,0,0,0,2,1,2,4
391,2,24,16,3,24,24,46,1,46,1,0,1,1,0,0,6,2,0,0,0,0,2,1,2,0,1,1,3,2
392,1,50,24,3,3,8,24,3,50,1,2,1,1,0,0,6,2,0,0,0,0,1,0,0,0,1,3,4,1
393,2,52,24,6,24,8,6,7,52,2,1,2,1,0,0,3,2,0,0,0,0,2,1,0,0,1,1,2,4
394,1,52,8,6,6,2,46,1,46,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1,4,3
395,2,6,3,3,3,6,46,1,15,1,130,130,130,2,0,6,2,0,0,0,0,2,0,0,1,2,3,1,2
396,1,16,3,1,1,2,3,6,15,0,2,2,2,1,0,6,1,0,0,0,0,0,0,0,0,2,2,4,2
397,2,8,2,1,1,16,10,12,10,0,2,2,2,0,0,29,0,1,0,0,0,0,0,0,0,2,3,3,3
398,1,24,4,3,3,8,24,16,15,1,2,1,2,0,0,30,1,0,0,0,0,2,1,2,1,2,3,3,1
399,2,24,16,6,6,3,16,1,46,1,1,1,1,2,0,3,2,0,0,0,0,0,0,0,0,1,1,2,4
400,1,12,1,1,10,1,10,1,10,1,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,2,2,3,4
401,2,16,4,1,4,3,1,8,16,16,1,2,0,2,0,7,2,0,0,0,0,2,1,0,0,1,1,4,2
402,1,8,8,7,7,1,8,24,15,1,1,2,130,0,0,20,2,0,0,0,0,2,0,0,1,2,4,1,1
403,2,50,12,6,12,8,6,1,46,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,3,2,3
404,1,50,16,7,7,2,46,1,46,1,1,1,1,0,0,2,2,0,0,0,0,1,0,0,2,1,3,4,2
405,1,16,12,3,10,1,10,1,10,1,2,2,2,0,0,27,0,0,0,0,0,0,0,0,0,2,1,4,4
406,1,40,2,1,10,0,10,0,10,0,2,2,2,1,0,29,0,0,0,0,0,2,0,0,1,2,2,1,1
407,1,52,4,1,10,0,10,0,10,0,2,2,2,2,0,7,0,0,0,0,0,2,0,0,1,2,1,3,4
408,1,50,24,3,3,8,24,16,50,0,2,1,1,1,0,6,1,0,0,0,0,2,0,0,1,1,3,4,2
409,2,8,3,2,8,3,3,7,15,0,1,2,130,0,0,26,1,0,0,0,0,0,0,0,0,2,3,3,4
410,1,50,12,2,12,16,50,7,15,0,2,1,2,0,0,5,2,0,0,0,0,2,1,2,0,2,3,2,3
411,2,24,16,7,7,6,16,50,24,12,1,2,1,1,0,3,2,0,0,0,0,2,0,0,1,1,3,1,2
412,1,24,8,7,8,24,24,8,7,40,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,2,1,4,3
413,2,24,6,4,46,0,46,0,46,0,1,1,1,1,0,27,0,0,0,0,0,2,0,0,1,1,1,3,3
414,1,24,7,4,7,16,4,2,24,40,2,1,2,0,0,7,1,0,0,0,0,0,0,0,0,2,3,1,3
415,2,40,8,2,2,1,8,50,40,2,1,2,1,0,0,25,2,0,0,0,0,2,0,0,1,1,2,3,3
416,1,52,16,8,8,1,46,0,46,0,1,1,1,0,0,23,1,0,0,0,0,2,0,0,1,1,1,1,4
417,2,3,3,2,1,6,3,6,130,1,2,2,2,2,0,6,1,0,0,0,0,2,0,0,1,2,4,2,3
418,1,24,16,6,6,16,16,3,24,24,2,1,0,1,0,3,2,0,0,0,0,2,0,0,1,2,3,1,2
419,2,7,4,3,46,1,46,1,46,1,1,1,1,0,0,7,0,0,0,0,0,2,0,0,0,1,1,4,3
420,1,4,2,1,10,0,10,0,10,0,2,2,2,1,0,7,2,0,0,0,0,2,0,0,1,2,3,4,1
421,1,7,6,2,6,2,7,1,46,1,1,1,1,0,0,20,1,0,0,0,0,1,2,0,0,1,3,3,1
422,2,52,24,3,3,2,1,3,52,8,1,2,130,0,0,29,1,0,0,0,0,2,0,0,0,1,1,4,4
423,1,52,24,24,1,4,24,8,52,0,130,1,1,0,0,3,0,0,0,0,0,2,0,0,1,1,1,3,4
424,2,40,6,2,6,3,1,7,10,42,1,2,2,0,0,7,1,0,0,0,0,2,1,0,0,2,2,3,2
425,1,24,7,2,7,16,2,1,24,0,2,1,1,0,0,5,0,0,0,0,0,2,0,0,1,1,4,1,3
426,2,24,12,3,3,2,12,1,46,1,1,1,1,0,0,6,2,0,0,0,0,2,1,0,0,1,2,4,3
427,1,50,24,6,6,6,50,1,46,1,0,1,1,0,0,23,0,0,0,0,0,2,0,0,0,1,3,1,1
428,2,8,7,3,8,8,10,16,10,1,0,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,4,3,2
429,2,8,1,1,46,0,46,1,15,1,130,130,130,0,1,4,1,0,0,0,0,2,0,0,1,2,3,4,1
430,1,24,8,3,8,12,3,1,24,1,2,1,1,2,0,23,1,0,0,0,0,2,0,0,0,1,3,3,4
431,2,24,4,2,4,4,10,40,10,1,0,2,2,1,0,7,2,0,0,0,0,2,0,0,1,2,2,4,3
432,1,7,4,2,7,0,46,1,15,1,130,130,130,1,0,7,2,0,0,0,0,2,0,0,1,2,4,3,1
433,2,8,7,6,6,12,10,8,10,1,2,2,2,1,0,0,2,0,0,0,0,2,0,0,1,2,4,1,4
434,1,8,1,1,10,1,10,1,10,1,2,2,2,1,0,4,1,0,0,0,0,0,0,0,0,2,4,2,4
435,2,6,6,3,3,2,6,8,46,6,1,2,1,1,0,6,0,0,0,0,0,2,0,0,1,1,3,2,4
436,1,8,6,3,8,2,6,1,46,1,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,4,1,2
437,2,24,16,8,8,4,46,0,46,0,1,1,1,0,0,22,2,0,0,0,0,2,0,0,1,1,4,3,3
438,1,42,16,3,16,24,42,4,15,1,2,1,2,0,0,7,1,0,0,0,0,2,0,0,1,2,1,3,1
439,2,12,8,3,8,3,12,1,46,1,1,1,1,1,0,6,2,0,0,0,0,0,0,0,0,1,2,1,2
440,1,24,8,8,8,2,46,1,46,1,1,1,1,0,0,23,0,2,0,0,0,2,1,0,2,1,1,1,4
441,2,40,24,6,6,1,46,0,46,0,1,1,1,2,0,7,0,2,0,0,0,0,0,0,0,1,2,4,1
442,1,52,24,3,24,24,52,0,46,0,0,1,1,0,0,6,0,0,0,0,0,2,0,0,1,1,1,4,2
443,2,16,8,2,46,1,46,1,46,1,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,3,4,2
444,1,16,6,1,16,24,46,1,15,1,130,130,130,0,0,4,1,0,0,0,0,1,2,0,1,2,4,1,4
445,2,8,8,7,7,6,8,24,10,52,10,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,3,4,2
446,1,7,4,1,7,1,46,0,15,0,130,130,130,2,0,27,1,0,0,0,0,1,0,0,2,2,3,3,2
447,1,24,8,3,3,7,8,1,46,0,2,1,1,0,0,6,0,0,0,0,0,2,0,0,1,1,4,2,1
448,2,16,6,6,16,7,6,0,46,0,1,1,1,0,0,2,2,0,0,0,0,2,0,0,1,1,1,4,2
449,1,8,6,4,4,1,46,0,15,0,130,130,130,0,0,7,2,0,0,0,0,2,1,0,2,2,4,1,3
450,2,42,24,12,12,3,46,0,46,0,1,1,1,0,0,30,1,0,0,0,0,2,0,0,1,1,1,1,4
451,1,7,7,3,3,16,46,0,15,0,130,130,130,1,0,6,2,0,0,0,0,2,0,0,0,2,1,2,3
452,2,24,8,7,24,16,7,0,46,0,1,1,1,1,0,3,2,0,0,0,0,2,0,0,1,1,4,2,4
453,1,24,6,6,6,1,6,24,10,52,10,2,2,0,0,23,1,0,0,0,0,0,0,0,0,2,2,2,3
454,2,4,2,1,10,12,10,1,10,1,2,2,2,0,0,7,0,0,0,0,0,0,0,0,0,2,3,2,4
455,1,8,2,1,1,4,8,6,15,1,2,1,2,1,0,29,0,2,0,0,0,2,0,0,1,2,1,2,2
456,2,52,16,3,16,3,3,24,46,2,1,2,1,0,0,23,2,0,0,0,0,2,1,0,2,1,1,1,4
457,1,50,4,1,1,8,4,1,50,0,2,1,1,0,0,7,0,0,0,0,0,2,0,0,1,1,3,4,1
458,2,16,7,3,3,24,7,1,46,1,2,1,1,0,0,6,2,0,0,0,0,2,1,0,2,1,2,3,1
459,1,24,16,8,8,16,16,7,24,1,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,2,1,2
460,2,6,4,3,10,16,10,1,10,1,2,2,2,0,0,33,1,0,0,0,0,2,1,0,2,2,1,3,3
461,1,24,16,8,8,12,16,4,46,0,2,1,1,1,0,3,0,0,0,0,0,2,0,0,1,1,4,3,2
